aX,aY,aZ,gX,gY,gZ
-0.182,0.828,-0.451,5.676,72.693,74.341
-0.170,0.893,-0.524,10.071,64.819,78.552
-0.191,0.941,-0.496,50.903,22.278,74.524
-0.212,0.930,-0.430,88.379,8.179,68.176
-0.239,0.886,-0.383,143.311,1.953,65.918
-0.275,0.974,-0.359,195.007,-1.282,66.101
-0.298,1.053,-0.312,245.911,-4.944,47.302
-0.279,1.012,-0.182,266.357,-3.906,32.410
-0.293,0.990,-0.143,307.861,-0.977,21.179
-0.337,0.982,-0.105,417.969,4.395,1.587
-0.355,0.947,-0.059,479.614,7.202,-5.066
-0.360,0.948,0.089,569.397,7.263,-7.690
-0.365,0.891,0.328,642.517,5.920,-11.475
-0.333,0.784,0.520,554.077,15.137,-16.296
-0.230,0.647,0.668,426.636,17.456,-9.338
-0.194,0.705,0.731,314.697,13.428,0.671
-0.201,0.780,0.783,226.074,9.399,6.958
-0.274,0.775,0.759,191.406,12.451,5.493
-0.275,0.820,0.780,157.776,13.550,5.371
-0.259,0.843,0.850,188.965,17.456,-8.301
-0.244,0.753,0.885,224.182,24.475,-21.423
-0.217,0.385,0.759,235.291,27.527,-30.701
-0.204,0.287,0.760,215.393,21.912,-31.738
-0.199,0.288,0.811,138.489,7.935,-14.343
-0.214,0.412,0.865,116.882,7.141,-6.104
-0.220,0.428,0.863,103.699,7.080,-3.540
-0.216,0.413,0.890,83.862,3.845,-5.188
-0.207,0.381,0.921,82.947,5.066,-3.906
-0.195,0.346,0.928,77.576,7.385,-0.488
-0.191,0.374,0.947,72.632,9.216,3.235
-0.197,0.383,0.950,90.454,15.503,4.517
-0.208,0.350,0.919,79.956,16.541,4.517
-0.207,0.341,0.923,54.932,15.076,4.578
-0.205,0.329,0.917,6.470,12.085,0.488
-0.202,0.300,0.900,-17.334,10.315,-1.953
-0.188,0.326,0.932,-36.804,7.629,-2.563
-0.180,0.393,0.998,-27.100,7.751,-3.784
-0.185,0.374,0.972,65.308,25.818,-9.338
-0.215,0.292,0.830,112.427,30.090,-4.517
-0.229,0.335,0.870,153.015,27.893,3.235
-0.226,0.375,0.952,253.845,29.114,8.118
-0.222,0.375,0.991,328.003,35.645,6.287
-0.216,0.224,0.911,410.400,41.626,3.784
-0.200,0.066,0.830,453.308,43.030,1.343
-0.171,-0.038,0.854,382.935,26.611,2.258
-0.138,-0.132,1.004,338.074,24.597,-0.244
-0.124,-0.198,1.081,320.801,28.809,-5.249
-0.122,-0.276,1.146,461.975,51.208,-4.395
-0.137,-0.373,1.069,513.794,65.186,3.174
-0.159,-0.484,0.917,515.076,66.956,9.766
-0.138,-0.601,0.948,565.918,60.730,12.085
-0.134,-0.689,0.829,601.135,59.387,20.081
-0.119,-0.686,0.585,407.104,48.889,16.724
-0.079,-0.808,0.580,212.036,33.386,4.883
-0.051,-0.927,0.593,64.880,16.602,-0.061
-0.038,-0.983,0.609,59.509,16.235,8.423
-0.021,-1.020,0.603,64.697,20.081,18.555
-0.028,-0.973,0.549,67.871,25.208,28.809
-0.040,-0.915,0.527,81.482,28.076,36.804
-0.094,-0.788,0.501,112.610,28.137,34.058
-0.107,-0.782,0.491,134.338,26.733,27.527
-0.095,-0.844,0.508,114.807,21.484,13.489
-0.065,-0.925,0.531,101.074,21.545,12.878
-0.007,-0.989,0.504,86.243,23.560,15.625
0.008,-1.000,0.494,67.993,25.452,18.982
0.007,-0.993,0.496,29.846,29.053,26.489
-0.021,-0.959,0.527,22.705,31.128,30.090
-0.052,-0.889,0.531,36.377,34.668,33.325
-0.076,-0.804,0.494,58.655,43.945,28.137
-0.071,-0.780,0.455,46.448,46.082,19.470
-0.011,-0.851,0.378,28.870,46.692,12.390
0.021,-0.861,0.324,8.850,45.410,7.935
0.049,-0.892,0.295,-25.635,37.842,-0.427
0.094,-1.001,0.262,-24.048,35.156,-1.038
0.108,-1.043,0.262,-4.333,33.569,2.441
0.103,-0.998,0.243,63.110,36.011,16.113
0.091,-0.894,0.190,70.496,36.377,15.930
0.111,-0.891,0.149,61.279,34.180,10.925
0.134,-0.945,0.146,51.147,30.762,7.751
0.152,-0.979,0.153,48.950,23.743,12.207
0.155,-0.948,0.198,52.856,22.095,15.686
0.141,-0.920,0.249,49.072,21.851,16.541
0.117,-0.898,0.299,12.939,22.888,9.827
0.093,-0.883,0.333,-4.700,22.034,3.479
0.084,-0.901,0.375,-13.123,20.752,-2.625
0.098,-0.901,0.364,-18.127,21.240,-7.141
0.119,-0.910,0.326,-41.809,28.687,-15.381
0.143,-0.967,0.262,-53.406,30.884,-17.212
0.137,-0.957,0.262,-56.641,30.762,-15.625
0.122,-0.917,0.268,-57.007,28.076,-10.803
0.099,-0.889,0.291,-45.654,26.855,-12.451
0.072,-0.886,0.354,-14.465,27.954,-14.709
0.082,-0.881,0.323,11.780,31.128,-17.029
0.095,-0.918,0.311,-1.343,29.846,-22.949
0.073,-0.917,0.421,-25.208,26.062,-24.963
0.062,-0.913,0.497,-57.983,24.109,-30.396
0.067,-0.945,0.540,-129.089,32.104,-49.438
